"ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ ΚΑΙ ΠΟΛΙΤΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΠΑΝΤΕΙΟ)
Ψυχολογίας",Αθήνα,17.29
"ΑΣΤΥΝΟΜΙΚΕΣ ΣΧΟΛΕΣ
Αξιωματικών Ελληνικής Αστυνομίας (Μόνο για Αστυνομικούς)
Ισχύουν επιπλέον προϋποθέσεις",(μη προσδιορισμένη),17.24
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Επιστήμης Φυσικής Αγωγής και Αθλητισμού
Εξέταση σε αγωνίσματα",Αθήνα,17.096
"ΛΙΜΕΝΙΚΟ ΣΩΜΑ. - ΕΛΛΗΝΙΚΗ ΑΚΤΟΦΥΛΑΚΗ (ΛΣ-ΕΛΑΚΤ)
Σχολή Δοκίμων Σημαιοφόρων Λιμενικού Σώματος - Ελληνικής Ακτοφυλακής (Σ.Δ.Σ.Λ.Σ. - ΕΛ.ΑΚΤ.)
Ισχύουν επιπλέον προϋποθέσεις",(μη προσδιορισμένη),17.04
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΙΩΑΝΝΙΝΩΝ
Ψυχολογίας",Ιωάννινα,17.02
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Επιστήμης Φυσικής Αγωγής και Αθλητισμού
Εξέταση σε αγωνίσματα",Θεσσαλονίκη,16.811
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΙΡΑΙΑ
Διεθνών και Ευρωπαϊκών Σπουδών
Ειδικό μάθημα: Ένα από τα Αγγλικά, Γαλλικά, Γερμανικά, Ιταλικά",Πειραιάς,16.795
"ΔΗΜΟΚΡΙΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΡΑΚΗΣ (ΔΠΘ)
Νομικής",Κομοτηνή,16.65
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΡΗΤΗΣ
Ψυχολογίας",Ρέθυμνο,16.52
"ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ ΚΑΙ ΠΟΛΙΤΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΠΑΝΤΕΙΟ)
Διεθνών και Ευρωπαϊκών Σπουδών
Ειδικό μάθημα: Ένα από τα Αγγλικά, Γαλλικά, Γερμανικά, Ιταλικά",Αθήνα,16.48
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Παιδαγωγικό Δημοτικής Εκπαίδευσης",Αθήνα,16.1
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Παιδαγωγικό Δημοτικής Εκπαίδευσης",Θεσσαλονίκη,16.1
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
Ψυχολογίας",Φλώρινα,16.08
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ
Κοινωνικής Εργασίας",Αιγάλεω,16.04
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Δημοσιογραφίας και Μέσων Μαζικής Επικοινωνίας
Ειδικό μάθημα: Ένα από τα Αγγλικά, Γαλλικά, Γερμανικά, Ιταλικά",Θεσσαλονίκη,16.04
"ΛΙΜΕΝΙΚΟ ΣΩΜΑ. - ΕΛΛΗΝΙΚΗ ΑΚΤΟΦΥΛΑΚΗ (ΛΣ-ΕΛΑΚΤ)
Σχολή Δοκίμων Λιμενοφυλάκων
Ισχύουν επιπλέον προϋποθέσεις",(μη προσδιορισμένη),16.03
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Επικοινωνίας και Μέσων Μαζικής Ενημέρωσης
Ειδικό μάθημα: Ένα από τα Αγγλικά, Γαλλικά, Γερμανικά, Ιταλικά",Αθήνα,15.84
"ΠΥΡΟΣΒΕΣΤΙΚΗ ΑΚΑΔΗΜΙΑ (ΣΠΑ)
Πυροσβεστών (Μόνο για Πολίτες)
Ισχύουν επιπλέον προϋποθέσεις",(μη προσδιορισμένη),15.66
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΜΑΚΕΔΟΝΙΑΣ (ΠΑΜΑΚ)
Μουσικής Επιστήμης και Τέχνης
Ειδικά Μαθήματα: «Μουσική Εκτέλεση και Ερμηνεία» και «Μουσική Αντίληψη, Θεωρία και Αρμονία».",Θεσσαλονίκη,15.38
"ΔΗΜΟΚΡΙΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΡΑΚΗΣ (ΔΠΘ)
Ψυχολογίας",Διδυμότειχο,15.3
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΙΩΑΝΝΙΝΩΝ
Μουσικών Σπουδών
Ειδικά Μαθήματα: «Μουσική Εκτέλεση και Ερμηνεία» και «Μουσική Αντίληψη, Θεωρία και Αρμονία».",Άρτα,15.25
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΙΑΣ
Παιδαγωγικό Δημοτικής Εκπαίδευσης",Βόλος,15.2
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΙΑΣ
Επιστήμης Φυσικής Αγωγής και Αθλητισμού
Εξέταση σε αγωνίσματα",Τρίκαλα,14.86
"ΙΟΝΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ
Ξένων Γλωσσών Μετάφρασης και Διερμηνείας
Ειδικά μαθήματα: Επιλογή δύο από τα Αγγλικά, Γαλλικά, Γερμανικά",Κέρκυρα,14.82
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Εκπαίδευσης και Αγωγής στην Προσχολική Ηλικία",Αθήνα,14.8
"ΠΥΡΟΣΒΕΣΤΙΚΗ ΑΚΑΔΗΜΙΑ (ΣΠΑ)
Αξιωματικών Πυροσβεστικής Ακαδημίας (Μόνο για Πυροσβέστες)
Ισχύουν επιπλέον προϋποθέσεις",(μη προσδιορισμένη),14.75
"ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ ΚΑΙ ΠΟΛΙΤΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΠΑΝΤΕΙΟ)
Επικοινωνίας, Μέσων και Πολιτισμού
Ειδικό μάθημα: Ένα από τα Αγγλικά, Γαλλικά, Γερμανικά, Ιταλικά",Αθήνα,14.72
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΙΩΑΝΝΙΝΩΝ
Παιδαγωγικό Δημοτικής Εκπαίδευσης",Ιωάννινα,14.6
"ΔΗΜΟΚΡΙΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΡΑΚΗΣ (ΔΠΘ)
Κοινωνικής Εργασίας",Κομοτηνή,14.58
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ
Επιστημών της Εκπαίδευσης και Κοινωνικής Εργασίας",Πάτρα,14.52
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Μουσικών Σπουδών
Ειδικά Μαθήματα: «Μουσική Εκτέλεση και Ερμηνεία» και «Μουσική Αντίληψη, Θεωρία και Αρμονία».",Αθήνα,14.51
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Πολιτικής Επιστήμης και Δημόσιας Διοίκησης",Αθήνα,14.34
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Πολιτικών Επιστημών",Θεσσαλονίκη,14.32
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Μουσικών Σπουδών
Ειδικά Μαθήματα: «Μουσική Εκτέλεση και Ερμηνεία» και «Μουσική Αντίληψη, Θεωρία και Αρμονία».",Θεσσαλονίκη,14.31
"ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ ΚΑΙ ΠΟΛΙΤΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΠΑΝΤΕΙΟ)
Κοινωνιολογίας",Αθήνα,14.26
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Επιστημών Προσχολικής Αγωγής και Εκπαίδευσης",Θεσσαλονίκη,14.175
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Επιστήμης Φυσικής Αγωγής και Αθλητισμού
Εξέταση σε αγωνίσματα",Σέρρες,13.945
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΜΑΚΕΔΟΝΙΑΣ (ΠΑΜΑΚ)
Εκπαιδευτικής και Κοινωνικής Πολιτικής",Θεσσαλονίκη,13.725
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΡΗΤΗΣ
Παιδαγωγικό Δημοτικής Εκπαίδευσης",Ρέθυμνο,13.625
"ΔΗΜΟΚΡΙΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΡΑΚΗΣ (ΔΠΘ)
Επιστήμης Φυσικής Αγωγής και Αθλητισμού
Εξέταση σε αγωνίσματα",Κομοτηνή,13.444
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Κοινωνιολογίας",Αθήνα,13.38
"ΕΛΛΗΝΙΚΟ ΜΕΣΟΓΕΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ (ΕΛΜΕΠΑ)
Κοινωνικής Εργασίας",Ηράκλειο,13.3
"ΑΣΤΥΝΟΜΙΚΕΣ ΣΧΟΛΕΣ
Αστυφυλάκων (Μόνο για Πολίτες)
Ισχύουν επιπλέον προϋποθέσεις",(μη προσδιορισμένη),13.18
"ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ ΚΑΙ ΠΟΛΙΤΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΠΑΝΤΕΙΟ)
Δημόσιας Διοίκησης",Αθήνα,13.125
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ
Επιστημών της Εκπαίδευσης και της Αγωγής στην Προσχολική Ηλικία",Πάτρα,13.1
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΙΑΣ
Παιδαγωγικό Ειδικής Αγωγής",Βόλος,13.1
"ΔΗΜΟΚΡΙΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΡΑΚΗΣ (ΔΠΘ)
Παιδαγωγικό Δημοτικής Εκπαίδευσης",Αλεξ/πολη,13.025
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
Παιδαγωγικό Δημοτικής Εκπαίδευσης",Φλώρινα,12.98
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Κινηματογράφου",Θεσσαλονίκη,12.975
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ
Αγωγής και Φροντίδας στην Πρώιμη Παιδική Ηλικία",Αιγάλεω,12.92
"ΙΟΝΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ
Μουσικών Σπουδών
Ειδικά Μαθήματα: «Μουσική Εκτέλεση και Ερμηνεία» και «Μουσική Αντίληψη, Θεωρία και Αρμονία».",Κέρκυρα,12.88
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Ιταλικής Γλώσσας και Φιλολογίας
Ειδικό μάθημα: Ιταλικά",Θεσσαλονίκη,12.73
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Φιλολογίας",Αθήνα,12.66
"ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ ΚΑΙ ΠΟΛΙΤΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΠΑΝΤΕΙΟ)
Πολιτικής Επιστήμης και Ιστορίας",Αθήνα,12.65
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Ισπανικής Γλώσσας και Φιλολογίας
Ειδικό μάθημα: Ισπανικά",Αθήνα,12.63
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Ιστορίας και Αρχαιολογίας",Θεσσαλονίκη,12.575
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Ιταλικής Γλώσσας και Φιλολογίας
Ειδικό μάθημα: Ιταλικά",Αθήνα,12.515
"ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ ΚΑΙ ΠΟΛΙΤΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΠΑΝΤΕΙΟ)
Κοινωνικής Ανθρωπολογίας",Αθήνα,12.46
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΙΑΣ
Παιδαγωγικό Προσχολικής Εκπαίδευσης",Βόλος,12.325
"ΠΑΝΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΟΙΝΩΝΙΚΩΝ ΚΑΙ ΠΟΛΙΤΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΠΑΝΤΕΙΟ)
Κοινωνικής Πολιτικής",Αθήνα,12.21
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΙΓΑΙΟΥ
Παιδαγωγικό Δημοτικής Εκπαίδευσης",Ρόδος,12.125
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Γαλλικής Γλώσσας και Φιλολογίας
Ειδικό μάθημα: Γαλλικά",Θεσσαλονίκη,12.07
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΡΗΤΗΣ
Παιδαγωγικό Προσχολικής Εκπαίδευσης",Ρέθυμνο,12.04
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΙΩΑΝΝΙΝΩΝ
Παιδαγωγικό Νηπιαγωγών",Ιωάννινα,11.97
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Γερμανικής Γλώσσας και Φιλολογίας
Ειδικό μάθημα: Γερμανικά",Θεσσαλονίκη,11.97
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Ιστορίας και Αρχαιολογίας",Αθήνα,11.958
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Γερμανικής Γλώσσας και Φιλολογίας
Ειδικό μάθημα: Γερμανικά",Αθήνα,11.945
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Παιδαγωγικό Δευτεροβάθμιας Εκπαίδευσης",Αθήνα,11.94
"ΑΝΩΤΕΡΕΣ ΣΧΟΛΕΣ ΤΟΥΡΙΣΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ (ΑΣΤΕ)
Ανώτερη Σχολή Τουριστικής Εκπαίδευσης Κρήτης (ΑΣΤΕΚ)
Ειδικό μάθημα: Ένα από τα Αγγλικά, Γαλλικά, Γερμανικά, Ιταλικά",Αγ. Νικόλαος,11.912
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Φιλοσοφίας και Παιδαγωγικής",Θεσσαλονίκη,11.86
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΜΑΚΕΔΟΝΙΑΣ (ΠΑΜΑΚ)
Βαλκανικών, Σλαβικών και Ανατολικών Σπουδών",Θεσσαλονίκη,11.84
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Γαλλικής Γλώσσας και Φιλολογίας
Ειδικό μάθημα: Γαλλικά",Αθήνα,11.82
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Φιλοσοφίας",Αθήνα,11.75
"ΑΝΩΤΕΡΕΣ ΣΧΟΛΕΣ ΤΟΥΡΙΣΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ (ΑΣΤΕ)
Ανώτερη Σχολή Τουριστικής Εκπαίδευσης Ρόδου (ΑΣΤΕΡ)
Ειδικό μάθημα: Ένα από τα Αγγλικά, Γαλλικά, Γερμανικά, Ιταλικά",Ρόδος,11.678
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ
Φωτογραφίας και Οπτικοακουστικών Τεχνών",Αιγάλεω,11.64
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Θεάτρου",Θεσσαλονίκη,11.625
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Φιλολογίας",Θεσσαλονίκη,11.495
"ΔΙΕΘΝΕΣ ΠΑΝΕΠΙΣΤΗΜΙΟ ΕΛΛΑΔΑΣ (ΔΙΠΑΕ)
Αγωγής και Φροντίδας στην Πρώιμη Παιδική Ηλικία",Θεσσαλονίκη,11.475
"ΔΗΜΟΚΡΙΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΡΑΚΗΣ (ΔΠΘ)
Κοινωνικής Πολιτικής",Κομοτηνή,11.28
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
Επικοινωνίας και Ψηφιακών Μέσων
Ειδικό μάθημα: Ένα από τα Αγγλικά, Γαλλικά, Γερμανικά, Ιταλικά",Καστοριά,11.27
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ
Πολιτικής Επιστήμης και Διεθνών Σχέσεων",Κόρινθος,11.24
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΙΩΑΝΝΙΝΩΝ
Αγωγής και Φροντίδας στην Πρώιμη Παιδική Ηλικία",Ιωάννινα,11.222
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
Παιδαγωγικό Νηπιαγωγών",Φλώρινα,11.2
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Τουρκικών Σπουδών και Σύγχρονων Ασιατικών Σπουδών",Αθήνα,11.09
"ΔΗΜΟΚΡΙΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΡΑΚΗΣ (ΔΠΘ)
Επιστημών της Εκπαίδευσης στην Προσχολική Ηλικία",Αλεξ/πολη,11.05
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Ιστορίας και Φιλοσοφίας της Επιστήμης",Αθήνα,10.966
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Ρωσικής Γλώσσας και Φιλολογίας και Σλαβικών Σπουδών – Ρωσικής Γλώσσας και Φιλολογίας",Αθήνα,10.77
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ
Φιλολογίας",Πάτρα,10.75
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Ψηφιακών Τεχνών και Κινηματογράφου",Ψαχνά Εύβοιας,10.64
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΡΗΤΗΣ
Κοινωνιολογίας",Ρέθυμνο,10.62
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΙΓΑΙΟΥ
Επιστημών της Προσχολικής Αγωγής και Εκπαιδευτικού Σχεδιασμού",Ρόδος,10.525
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΙΩΑΝΝΙΝΩΝ
Φιλολογίας",Ιωάννινα,10.346
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ
Κοινωνικής και Εκπαιδευτικής Πολιτικής",Κόρινθος,10.23
"ΔΗΜΟΚΡΙΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΡΑΚΗΣ (ΔΠΘ)
Πολιτικής Επιστήμης",Κομοτηνή,10.22
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΙΑΣ
Γλωσσικών και Διαπολιτισμικών Σπουδών",Βόλος,10.17
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Θεατρικών Σπουδών",Αθήνα,10.17
"ΑΝΩΤΑΤΗ ΣΧΟΛΗ ΚΑΛΩΝ ΤΕΧΝΩΝ (ΑΣΚΤ)
Θεωρίας και Ιστορίας της Τέχνης",Αθήνα,10.06
"ΑΝΩΤΑΤΗ ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΑΚΑΔΗΜΙΑ ΑΘΗΝΩΝ (ΑΕΑ)
Πρόγραμμα Ιερατικών Σπουδών
Μόνο για άρρενες Χριστιανούς Ορθόδοξους",Αθήνα,10.01
